Sea Surface Height relative to hydrographic zero - Nazare tide gauge (ref 856)  
LAT: 39 35.167 N    LONG:  9  4.456W  (ETRS89)
Julian Day    Y    M  D  H  M  S  SSH (m)
18499.12500  2019  1 15  3  0  0  1.59
18499.16667  2019  1 15  4  0  0  1.70
18499.20833  2019  1 15  5  0  0  1.92
18499.25000  2019  1 15  6  0  0  2.22
18499.29167  2019  1 15  7  0  0  2.54
18499.33333  2019  1 15  8  0  0  2.78
18499.37500  2019  1 15  9  0  0  2.87
18499.41667  2019  1 15 10  0  0  2.80
18499.45833  2019  1 15 11  0  0  2.58
18499.50000  2019  1 15 12  0  0  2.26
18499.54167  2019  1 15 13  0  0  1.93
18499.58333  2019  1 15 14  0  0  1.66
18499.62500  2019  1 15 15  0  0  1.51
18499.66667  2019  1 15 16  0  0  1.52
18499.70833  2019  1 15 17  0  0  1.67
18499.75000  2019  1 15 18  0  0  1.92
18499.79167  2019  1 15 19  0  0  2.25
18499.83333  2019  1 15 20  0  0  2.55
18499.87500  2019  1 15 21  0  0  2.75
18499.91667  2019  1 15 22  0  0  2.81
18499.95833  2019  1 15 23  0  0  2.71
18500.00000  2019  1 16  0  0  0  2.48
18500.04167  2019  1 16  1  0  0  2.17
18500.08333  2019  1 16  2  0  0  1.87
18500.12500  2019  1 16  3  0  0  1.66
18500.16667  2019  1 16  4  0  0  1.59
18500.20833  2019  1 16  5  0  0  1.66
18500.25000  2019  1 16  6  0  0  1.88
18500.29167  2019  1 16  7  0  0  2.19
18500.33333  2019  1 16  8  0  0  2.54
18500.37500  2019  1 16  9  0  0  2.80
18500.41667  2019  1 16 10  0  0  2.94
18500.45833  2019  1 16 11  0  0  2.90
18500.50000  2019  1 16 12  0  0  2.68
18500.54167  2019  1 16 13  0  0  2.35
18500.58333  2019  1 16 14  0  0  1.99
18500.62500  2019  1 16 15  0  0  1.68
18500.66667  2019  1 16 16  0  0  1.50
18500.70833  2019  1 16 17  0  0  1.48
18500.75000  2019  1 16 18  0  0  1.62
18500.79167  2019  1 16 19  0  0  1.91
18500.83333  2019  1 16 20  0  0  2.28
18500.87500  2019  1 16 21  0  0  2.63
18500.91667  2019  1 16 22  0  0  2.87
18500.95833  2019  1 16 23  0  0  2.96
18501.00000  2019  1 17  0  0  0  2.87
18501.04167  2019  1 17  1  0  0  2.60
18501.08333  2019  1 17  2  0  0  2.23
18501.12500  2019  1 17  3  0  0  1.85
18501.16667  2019  1 17  4  0  0  1.57
18501.20833  2019  1 17  5  0  0  1.44
18501.25000  2019  1 17  6  0  0  1.50
18501.29167  2019  1 17  7  0  0  1.74
18501.33333  2019  1 17  8  0  0  2.10
18501.37500  2019  1 17  9  0  0  2.49
18501.41667  2019  1 17 10  0  0  2.82
18501.45833  2019  1 17 11  0  0  2.99
18501.50000  2019  1 17 12  0  0  2.97
18501.54167  2019  1 17 13  0  0  2.74
18501.58333  2019  1 17 14  0  0  2.36
18501.62500  2019  1 17 15  0  0  1.93
18501.66667  2019  1 17 16  0  0  1.56
18501.70833  2019  1 17 17  0  0  1.33
18501.75000  2019  1 17 18  0  0  1.29
18501.79167  2019  1 17 19  0  0  1.48
18501.83333  2019  1 17 20  0  0  1.83
18501.87500  2019  1 17 21  0  0  2.27
18501.91667  2019  1 17 22  0  0  2.70
18501.95833  2019  1 17 23  0  0  3.01
18502.00000  2019  1 18  0  0  0  3.11
18502.04167  2019  1 18  1  0  0  2.98
18502.08333  2019  1 18  2  0  0  2.64
18502.12500  2019  1 18  3  0  0  2.19
18502.16667  2019  1 18  4  0  0  1.73
18502.20833  2019  1 18  5  0  0  1.37
18502.25000  2019  1 18  6  0  0  1.22
18502.29167  2019  1 18  7  0  0  1.30
18502.33333  2019  1 18  8  0  0  1.60
18502.37500  2019  1 18  9  0  0  2.05
18502.41667  2019  1 18 10  0  0  2.53
18502.45833  2019  1 18 11  0  0  2.94
18502.50000  2019  1 18 12  0  0  3.15
18502.54167  2019  1 18 13  0  0  3.11
18502.58333  2019  1 18 14  0  0  2.83
18502.62500  2019  1 18 15  0  0  2.38
18502.66667  2019  1 18 16  0  0  1.87
18502.70833  2019  1 18 17  0  0  1.43
18502.75000  2019  1 18 18  0  0  1.18
18502.79167  2019  1 18 19  0  0  1.18
18502.83333  2019  1 18 20  0  0  1.44
18502.87500  2019  1 18 21  0  0  1.90
18502.91667  2019  1 18 22  0  0  2.44
18502.95833  2019  1 18 23  0  0  2.95
18503.00000  2019  1 19  0  0  0  3.29
18503.04167  2019  1 19  1  0  0  3.37
18503.08333  2019  1 19  2  0  0  3.16
18503.12500  2019  1 19  3  0  0  2.72
18503.16667  2019  1 19  4  0  0  2.16
18503.20833  2019  1 19  5  0  0  1.60
18503.25000  2019  1 19  6  0  0  1.18
18503.29167  2019  1 19  7  0  0  1.04
18503.33333  2019  1 19  8  0  0  1.18
18503.37500  2019  1 19  9  0  0  1.58
18503.41667  2019  1 19 10  0  0  2.14
18503.45833  2019  1 19 11  0  0  2.72
18503.50000  2019  1 19 12  0  0  3.21
18503.54167  2019  1 19 13  0  0  3.44
18503.58333  2019  1 19 14  0  0  3.36
18503.62500  2019  1 19 15  0  0  2.99
18503.66667  2019  1 19 16  0  0  2.43
18503.70833  2019  1 19 17  0  0  1.82
18503.75000  2019  1 19 18  0  0  1.31
18503.79167  2019  1 19 19  0  0  1.05
18503.83333  2019  1 19 20  0  0  1.10
18503.87500  2019  1 19 21  0  0  1.46
18503.91667  2019  1 19 22  0  0  2.03
18503.95833  2019  1 19 23  0  0  2.67
18504.00000  2019  1 20  0  0  0  3.24
18504.04167  2019  1 20  1  0  0  3.59
18504.08333  2019  1 20  2  0  0  3.60
18504.12500  2019  1 20  3  0  0  3.30
18504.16667  2019  1 20  4  0  0  2.73
18504.20833  2019  1 20  5  0  0  2.03
18504.25000  2019  1 20  6  0  0  1.37
18504.29167  2019  1 20  7  0  0  0.93
18504.33333  2019  1 20  8  0  0  0.80
18504.37500  2019  1 20  9  0  0  1.00
18504.41667  2019  1 20 10  0  0  1.49
18504.45833  2019  1 20 11  0  0  2.15
18504.50000  2019  1 20 12  0  0  2.82
18504.54167  2019  1 20 13  0  0  3.33
18504.58333  2019  1 20 14  0  0  3.51
18504.62500  2019  1 20 15  0  0  3.34
18504.66667  2019  1 20 16  0  0  2.85
18504.70833  2019  1 20 17  0  0  2.17
18504.75000  2019  1 20 18  0  0  1.48
18504.79167  2019  1 20 19  0  0  0.94
18504.83333  2019  1 20 20  0  0  0.71
18504.87500  2019  1 20 21  0  0  0.85
18504.91667  2019  1 20 22  0  0  1.31
18504.95833  2019  1 20 23  0  0  1.99
18505.00000  2019  1 21  0  0  0  2.73
18505.04167  2019  1 21  1  0  0  3.34
18505.08333  2019  1 21  2  0  0  3.67
18505.12500  2019  1 21  3  0  0  3.63
18505.16667  2019  1 21  4  0  0  3.22
18505.20833  2019  1 21  5  0  0  2.54
18505.25000  2019  1 21  6  0  0  1.76
18505.29167  2019  1 21  7  0  0  1.06
18505.33333  2019  1 21  8  0  0  0.62
18505.37500  2019  1 21  9  0  0  0.55
18505.41667  2019  1 21 10  0  0  0.85
18505.45833  2019  1 21 11  0  0  1.44
18505.50000  2019  1 21 12  0  0  2.20
18505.54167  2019  1 21 13  0  0  2.91
18505.58333  2019  1 21 14  0  0  3.41
18505.62500  2019  1 21 15  0  0  3.56
18505.66667  2019  1 21 16  0  0  3.31
18505.70833  2019  1 21 17  0  0  2.73
18505.75000  2019  1 21 18  0  0  1.98
18505.79167  2019  1 21 19  0  0  1.24
18505.83333  2019  1 21 20  0  0  0.71
18505.87500  2019  1 21 21  0  0  0.54
18505.91667  2019  1 21 22  0  0  0.77
18505.95833  2019  1 21 23  0  0  1.34
18506.00000  2019  1 22  0  0  0  2.11
18506.04167  2019  1 22  1  0  0  2.90
18506.08333  2019  1 22  2  0  0  3.51
18506.12500  2019  1 22  3  0  0  3.80
18506.16667  2019  1 22  4  0  0  3.68
18506.20833  2019  1 22  5  0  0  3.16
18506.25000  2019  1 22  6  0  0  2.39
18506.29167  2019  1 22  7  0  0  1.55
18506.33333  2019  1 22  8  0  0  0.84
18506.37500  2019  1 22  9  0  0  0.44
18506.41667  2019  1 22 10  0  0  0.45
18506.45833  2019  1 22 11  0  0  0.83
18506.50000  2019  1 22 12  0  0  1.52
18506.54167  2019  1 22 13  0  0  2.32
18506.58333  2019  1 22 14  0  0  3.05
18506.62500  2019  1 22 15  0  0  3.54
18506.66667  2019  1 22 16  0  0  3.64
18506.70833  2019  1 22 17  0  0  3.30
18506.75000  2019  1 22 18  0  0  2.66
18506.79167  2019  1 22 19  0  0  1.86
